organ,drug,dose_mg,duration_h,oxygen,ph,viability,lactate,toxic_metabolites,heartbeat,contractility,filtration,glucose,label
kidney,Drug A,9.12,4.58,95.33,7.372,98.34,1.18,1.61,71.49,93.7,109.69,101.21,Normal
liver,Drug B,10.05,11.26,96.27,7.378,91.88,1.2,2.59,68.06,92.85,106.13,101.22,Normal
lungs,Drug B,10.98,32.0,89.98,7.3,90.39,1.99,5.89,82.55,80.61,99.26,80.75,Normal
kidney,Drug C,23.95,7.99,91.37,7.29,84.02,2.64,6.56,81.39,87.74,101.67,89.19,Normal
kidney,Drug A,38.67,35.95,97.92,7.396,100.0,1.18,1.23,68.93,87.67,107.76,98.31,Normal
heart,Drug B,55.43,16.32,79.33,7.185,72.48,3.67,12.87,86.9,74.24,88.5,71.24,Mild Toxicity
lungs,Drug B,13.82,32.96,89.13,7.254,87.65,2.39,7.23,77.06,78.86,109.5,86.74,Normal
kidney,Drug A,10.43,35.9,94.97,7.436,95.84,1.07,1.27,79.27,98.94,118.86,100.52,Normal
liver,Drug B,58.75,17.23,80.36,7.119,77.52,4.46,13.82,91.06,69.34,67.19,79.88,Mild Toxicity
kidney,Drug A,12.95,26.46,99.99,7.422,95.57,1.11,2.32,75.98,99.41,110.77,95.19,Normal
heart,Drug C,7.33,30.05,88.17,7.248,83.67,2.72,8.26,88.48,88.41,78.48,89.28,Mild Toxicity
heart,Drug B,12.34,23.61,92.79,7.365,87.78,1.65,5.35,77.67,89.34,107.91,91.0,Normal
lungs,Drug B,35.24,35.96,78.33,7.073,67.77,4.88,17.24,100.37,63.45,73.4,76.82,Mild Toxicity
liver,Drug A,16.78,6.99,97.62,7.464,100.0,1.1,1.23,73.18,95.14,110.41,87.39,Normal
heart,Drug B,41.06,10.86,90.64,7.332,84.86,2.0,7.56,80.94,85.84,91.58,85.99,Normal
liver,Drug A,58.35,22.76,96.86,7.399,97.94,0.92,2.4,62.68,92.1,103.41,101.63,Normal
kidney,Drug A,13.26,31.77,97.34,7.449,98.32,0.74,1.77,77.06,93.43,100.85,88.7,Normal
kidney,Drug B,37.6,15.94,88.61,7.289,82.27,2.67,8.84,78.59,80.68,90.29,89.75,Mild Toxicity
heart,Drug A,43.23,11.04,96.0,7.33,99.0,1.13,1.75,80.69,88.69,104.44,93.56,Normal
kidney,Drug A,26.4,3.49,95.71,7.339,96.83,0.84,1.21,67.32,95.36,113.8,94.05,Normal
heart,Drug A,54.89,28.98,97.04,7.383,96.15,1.11,2.02,73.54,87.42,112.19,95.9,Normal
heart,Drug A,35.53,27.41,98.76,7.439,99.48,1.05,1.13,70.84,94.78,121.32,93.18,Normal
kidney,Drug A,49.77,4.4,96.11,7.383,96.5,1.23,1.25,67.22,96.87,110.53,92.93,Normal
lungs,Drug C,5.73,3.4,95.01,7.379,96.26,1.41,2.61,76.23,93.11,108.27,89.52,Normal
liver,Drug C,54.02,24.8,46.66,6.755,19.54,11.3,43.05,31.76,23.42,19.67,29.88,Severe Toxicity
kidney,Drug B,22.79,22.57,89.67,7.16,87.46,2.82,7.38,77.82,80.99,91.08,84.57,Mild Toxicity
lungs,Drug C,49.08,17.21,64.51,6.952,50.57,6.96,27.03,104.31,46.64,56.06,61.71,Severe Toxicity
lungs,Drug A,45.79,18.98,95.38,7.36,92.89,1.26,1.82,77.2,88.61,126.62,92.05,Normal
kidney,Drug B,19.31,12.65,93.55,7.361,92.14,1.4,4.49,83.93,82.11,102.19,93.67,Normal
lungs,Drug C,3.37,9.79,92.76,7.387,98.84,1.44,3.31,73.45,100.0,106.87,93.68,Normal
kidney,Drug A,11.61,17.72,97.33,7.411,99.91,1.05,1.84,77.53,92.86,98.04,84.95,Normal
liver,Drug A,47.07,5.08,100.0,7.447,98.57,1.2,1.54,80.15,91.17,118.38,94.99,Normal
kidney,Drug C,47.08,31.41,38.12,6.6,13.94,12.0,46.7,34.1,12.19,14.57,44.36,Severe Toxicity
kidney,Drug B,50.49,25.25,77.9,7.102,67.3,4.73,17.2,93.73,61.52,81.77,74.94,Mild Toxicity
heart,Drug A,11.02,18.41,97.36,7.36,100.0,1.0,1.05,63.28,91.46,108.1,90.91,Normal
heart,Drug B,49.99,12.78,87.12,7.293,82.56,3.07,10.01,92.31,82.16,75.61,81.59,Mild Toxicity
kidney,Drug B,40.01,30.9,76.04,7.17,69.59,5.27,16.85,95.97,60.57,80.02,76.55,Mild Toxicity
liver,Drug A,8.77,33.33,97.33,7.43,99.81,1.27,1.62,72.51,94.79,110.5,103.53,Normal
kidney,Drug B,51.25,8.88,89.32,7.349,91.89,2.61,7.49,78.21,82.09,100.38,87.72,Normal
heart,Drug A,12.61,29.38,94.63,7.419,90.86,0.97,1.59,77.59,90.96,115.86,95.43,Normal
liver,Drug C,23.72,3.28,96.72,7.353,97.41,1.59,4.13,68.98,91.86,106.47,86.28,Normal
kidney,Drug C,24.43,5.61,94.22,7.253,90.74,1.88,5.42,72.27,81.52,99.35,91.4,Normal
kidney,Drug A,27.81,7.63,98.03,7.402,95.36,0.73,1.43,66.86,96.0,114.69,80.21,Normal
liver,Drug C,41.98,20.66,61.57,6.944,48.94,7.83,27.33,52.17,50.93,43.71,62.85,Severe Toxicity
lungs,Drug C,40.31,7.94,86.62,7.269,77.79,3.18,11.06,93.53,74.72,94.49,78.27,Mild Toxicity
kidney,Drug B,24.95,11.15,90.39,7.281,88.54,1.98,5.29,79.06,82.57,112.04,81.92,Normal
liver,Drug B,54.66,18.15,79.1,7.12,71.09,3.82,14.24,97.11,73.71,77.57,79.43,Mild Toxicity
heart,Drug C,13.87,16.03,90.65,7.268,86.08,2.82,9.25,82.48,77.13,89.79,91.28,Mild Toxicity
liver,Drug B,3.5,2.24,96.16,7.413,96.18,1.53,1.29,75.93,95.69,114.53,93.4,Normal
liver,Drug A,48.17,29.16,99.31,7.337,95.23,1.3,1.4,69.65,87.19,107.06,102.39,Normal
heart,Drug B,36.82,9.08,91.39,7.28,88.8,1.65,5.62,67.87,88.94,103.29,81.23,Normal
kidney,Drug C,53.09,16.81,60.97,6.93,49.77,7.56,28.46,44.81,44.35,47.07,67.29,Severe Toxicity
kidney,Drug A,34.1,25.57,98.12,7.367,100.0,1.11,1.27,77.32,91.18,106.76,91.6,Normal
heart,Drug C,13.7,5.78,93.19,7.41,93.21,1.86,4.06,78.78,89.82,91.41,85.25,Normal
liver,Drug A,46.0,16.19,98.88,7.379,96.92,1.05,1.31,73.34,90.92,101.78,91.58,Normal
liver,Drug B,8.33,33.08,97.0,7.294,91.56,2.11,5.63,78.39,79.56,99.53,101.63,Normal
lungs,Drug A,40.7,27.14,96.14,7.438,94.59,1.12,1.54,73.94,90.98,111.46,89.84,Normal
heart,Drug B,16.32,13.17,96.94,7.332,90.84,1.91,3.57,79.49,87.86,97.42,87.47,Normal
liver,Drug B,55.06,12.44,86.76,7.249,80.64,2.94,10.28,88.32,72.66,100.42,84.79,Mild Toxicity
heart,Drug C,28.02,2.56,91.89,7.432,96.92,1.82,3.58,73.07,85.86,114.07,81.87,Normal
liver,Drug B,17.01,30.6,87.15,7.242,84.58,2.57,9.1,87.31,78.25,83.8,85.35,Mild Toxicity
lungs,Drug B,42.04,21.13,82.32,7.12,74.98,4.06,12.58,92.36,68.58,84.53,88.7,Mild Toxicity
kidney,Drug C,52.1,18.98,60.64,6.918,41.69,8.33,32.23,45.83,39.93,45.69,56.03,Severe Toxicity
liver,Drug B,16.88,18.83,93.74,7.333,90.3,1.86,5.76,84.1,88.46,100.23,90.53,Normal
kidney,Drug C,35.61,28.74,57.32,6.849,38.68,8.73,32.62,42.25,34.3,36.25,52.83,Severe Toxicity
liver,Drug B,32.21,14.19,89.67,7.284,92.04,2.48,7.17,89.12,83.71,82.85,90.1,Normal
kidney,Drug A,27.27,32.21,96.52,7.418,99.92,1.09,0.87,66.81,90.76,106.38,98.2,Normal
kidney,Drug A,9.14,26.26,94.45,7.443,100.0,0.89,1.8,67.2,88.52,113.35,84.91,Normal
heart,Drug B,28.07,14.77,90.58,7.27,90.22,2.38,6.78,75.22,81.54,90.31,77.27,Normal
lungs,Drug A,36.72,13.67,97.03,7.394,97.85,0.8,0.83,72.02,86.23,106.85,100.97,Normal
lungs,Drug B,54.77,24.73,72.26,7.054,63.02,5.35,18.65,89.61,61.67,67.71,76.22,Mild Toxicity
liver,Drug B,5.53,23.94,95.47,7.381,93.03,1.41,2.66,79.17,89.33,94.37,92.45,Normal
liver,Drug C,32.52,34.25,53.17,6.773,34.41,9.27,35.26,35.4,34.11,34.51,50.95,Severe Toxicity
lungs,Drug A,51.95,22.7,98.08,7.444,96.32,1.12,1.64,76.92,89.46,112.32,93.24,Normal
kidney,Drug C,59.74,13.98,63.47,6.914,50.25,7.01,27.41,99.27,51.46,61.93,64.12,Severe Toxicity
liver,Drug B,34.9,16.33,89.7,7.214,81.77,2.8,8.39,87.03,80.01,97.55,88.03,Mild Toxicity
heart,Drug A,14.18,6.4,95.05,7.442,100.0,1.38,0.92,72.66,88.96,111.91,85.82,Normal
heart,Drug C,45.48,32.0,41.87,6.636,13.76,12.0,46.15,35.3,20.36,13.63,33.24,Severe Toxicity
kidney,Drug B,54.52,20.72,81.93,7.094,71.33,4.39,16.1,105.72,66.92,67.28,74.94,Mild Toxicity
kidney,Drug A,33.9,13.77,95.74,7.382,94.25,1.32,1.28,76.57,89.58,110.84,106.62,Normal
lungs,Drug B,58.19,34.8,62.97,6.882,46.66,7.3,27.13,115.54,47.68,47.58,55.04,Severe Toxicity
lungs,Drug C,54.29,21.95,50.22,6.828,27.81,9.82,37.76,37.97,31.4,24.23,47.58,Severe Toxicity
kidney,Drug A,30.0,4.52,97.31,7.437,95.39,1.02,1.1,71.18,89.94,115.55,106.64,Normal
lungs,Drug C,57.82,14.37,63.7,6.951,51.0,7.02,26.9,101.29,46.45,48.51,63.19,Severe Toxicity
liver,Drug B,56.95,15.95,81.97,7.185,72.78,3.84,12.6,85.64,67.55,83.16,88.54,Mild Toxicity
lungs,Drug A,21.03,17.79,96.51,7.382,95.8,1.11,1.19,64.51,96.62,93.86,96.44,Normal
heart,Drug C,35.89,24.77,63.23,6.978,47.46,7.83,28.42,44.34,47.1,54.69,63.23,Severe Toxicity
liver,Drug B,9.57,15.78,97.25,7.311,98.83,1.23,3.69,78.33,87.67,110.98,98.32,Normal
liver,Drug B,48.91,27.05,72.12,7.065,63.31,4.94,17.48,93.47,65.21,65.23,75.72,Mild Toxicity
lungs,Drug A,2.33,5.04,95.0,7.339,96.07,0.95,1.13,75.28,85.86,104.43,94.8,Normal
heart,Drug A,53.27,25.67,98.63,7.418,97.23,1.22,2.07,74.46,89.57,115.43,90.22,Normal
lungs,Drug A,13.35,8.48,100.0,7.45,99.94,1.35,2.46,71.37,97.98,111.22,106.99,Normal
heart,Drug B,18.81,25.63,91.14,7.23,84.96,2.43,7.71,83.28,86.62,95.23,86.8,Mild Toxicity
lungs,Drug C,33.71,1.78,95.57,7.316,95.24,1.38,2.88,71.32,88.66,102.99,97.41,Normal
kidney,Drug A,56.08,32.97,96.1,7.4,94.2,1.17,1.62,67.81,88.22,107.09,97.52,Normal
liver,Drug B,28.24,3.54,99.3,7.388,92.89,1.35,2.69,75.27,96.88,98.56,95.37,Normal
kidney,Drug C,26.87,10.69,86.44,7.279,80.55,3.39,10.24,86.34,78.93,90.35,73.47,Mild Toxicity
heart,Drug B,17.33,5.55,95.46,7.353,97.64,1.44,2.78,71.58,93.14,101.88,90.73,Normal
heart,Drug C,19.3,30.41,73.44,7.1,61.57,5.53,19.13,96.07,63.65,72.11,71.48,Mild Toxicity
lungs,Drug A,2.82,8.56,94.12,7.372,95.1,1.0,1.31,77.36,91.13,115.71,90.72,Normal
liver,Drug B,50.46,8.21,88.3,7.346,89.16,2.43,6.49,80.32,73.83,88.2,90.73,Normal
kidney,Drug B,7.19,13.52,97.91,7.411,96.59,1.49,3.02,67.83,92.42,103.49,88.91,Normal
lungs,Drug B,29.96,21.04,86.83,7.287,81.79,2.87,8.77,83.86,77.35,97.08,80.73,Mild Toxicity
liver,Drug B,55.15,20.25,78.19,7.083,72.78,4.3,15.22,90.52,68.12,58.12,72.22,Mild Toxicity
heart,Drug B,44.66,34.76,76.38,7.018,64.46,5.88,21.34,105.46,52.35,65.51,66.35,Severe Toxicity
heart,Drug A,47.27,28.0,94.09,7.413,96.54,1.3,1.15,73.05,91.18,118.91,92.78,Normal
heart,Drug A,8.52,1.25,96.81,7.369,96.33,1.48,1.93,73.98,93.68,96.55,90.86,Normal
kidney,Drug C,58.65,23.75,43.68,6.686,17.15,11.49,43.4,33.42,19.33,11.49,31.38,Severe Toxicity
liver,Drug C,49.63,29.39,35.9,6.626,11.19,11.75,45.69,36.82,10.16,8.0,32.79,Severe Toxicity
heart,Drug B,26.09,15.11,90.64,7.322,87.77,2.41,6.56,72.4,76.46,106.78,89.62,Normal
kidney,Drug A,2.15,18.39,96.16,7.411,98.55,1.01,1.35,79.21,89.47,107.5,95.18,Normal
kidney,Drug C,47.03,5.98,85.12,7.242,76.78,3.18,9.63,85.06,71.95,84.95,88.36,Mild Toxicity
kidney,Drug C,58.43,35.89,20.0,6.6,5.0,12.0,60.0,20.0,8.0,8.0,20.0,Severe Toxicity
lungs,Drug A,32.64,20.34,96.11,7.461,96.91,1.05,0.99,66.6,92.5,107.97,92.88,Normal
kidney,Drug A,25.15,30.98,97.81,7.367,99.32,0.85,1.19,72.44,90.51,102.32,105.22,Normal
lungs,Drug C,47.63,21.4,57.16,6.908,40.07,8.97,32.36,40.6,37.64,31.25,51.53,Severe Toxicity
heart,Drug A,44.2,14.21,100.0,7.39,100.0,0.66,1.7,70.03,91.54,102.11,85.83,Normal
kidney,Drug B,51.1,19.92,78.14,7.15,74.9,4.03,14.77,89.09,68.53,91.31,77.18,Mild Toxicity
kidney,Drug C,3.78,5.65,96.03,7.358,98.68,1.12,2.06,74.06,89.14,113.7,83.89,Normal
heart,Drug A,58.1,25.01,97.45,7.444,94.7,1.33,1.32,64.57,83.46,95.67,97.61,Normal
heart,Drug C,35.71,17.92,70.16,7.042,60.34,6.1,21.12,100.96,62.4,61.22,64.65,Severe Toxicity
kidney,Drug B,9.17,23.69,93.13,7.386,90.79,1.73,3.98,71.0,84.55,105.06,96.4,Normal
lungs,Drug B,6.29,34.54,92.14,7.292,90.98,1.82,3.93,67.14,83.05,115.67,96.33,Normal
kidney,Drug A,55.93,15.99,97.44,7.379,98.18,1.16,1.83,60.68,94.78,108.8,96.74,Normal
liver,Drug B,11.73,13.69,93.18,7.368,90.05,1.5,3.49,78.24,89.93,106.65,85.28,Normal
liver,Drug A,17.05,25.19,96.73,7.389,98.69,0.93,1.31,88.66,88.32,110.0,95.73,Normal
liver,Drug C,58.42,27.89,32.94,6.6,5.0,12.0,51.23,33.68,8.0,8.0,37.9,Severe Toxicity
lungs,Drug B,33.64,29.54,81.91,7.065,73.79,3.92,13.84,100.35,69.11,91.89,85.58,Mild Toxicity
kidney,Drug C,57.8,21.71,48.02,6.78,25.86,10.58,39.79,29.48,27.69,28.29,45.71,Severe Toxicity
heart,Drug B,42.15,14.76,86.41,7.216,85.22,2.65,9.09,79.42,77.04,79.37,84.37,Mild Toxicity
heart,Drug B,32.95,8.95,91.06,7.333,91.47,1.91,5.5,71.32,84.32,92.35,79.2,Normal
lungs,Drug A,17.34,35.66,92.82,7.435,98.56,0.85,1.65,71.67,92.77,96.85,89.71,Normal
lungs,Drug C,9.36,33.82,81.4,7.226,77.73,3.25,11.17,79.56,70.12,99.69,82.31,Mild Toxicity
lungs,Drug A,26.33,20.38,97.21,7.407,95.76,1.32,1.27,71.35,97.19,98.64,96.64,Normal
heart,Drug C,14.45,9.44,92.78,7.32,94.12,1.92,6.15,79.08,84.04,98.15,93.01,Normal
lungs,Drug B,33.29,14.72,88.04,7.337,83.02,2.43,7.47,79.95,91.56,89.44,82.56,Normal
heart,Drug C,17.03,21.76,83.97,7.218,75.24,3.72,13.15,83.74,68.91,86.5,85.37,Mild Toxicity
liver,Drug A,55.41,10.38,97.55,7.46,97.36,1.01,1.56,69.17,86.07,108.67,79.39,Normal
heart,Drug C,11.73,6.41,94.56,7.336,96.72,1.53,3.66,70.49,92.67,107.77,100.88,Normal
heart,Drug A,44.41,13.23,93.96,7.441,97.75,0.81,1.21,80.76,95.08,124.71,90.13,Normal
liver,Drug A,45.09,34.22,97.61,7.366,99.38,0.81,1.83,72.0,94.0,108.96,98.76,Normal
heart,Drug C,20.34,2.09,93.6,7.368,97.78,1.6,2.66,72.2,93.74,103.93,95.51,Normal
liver,Drug A,35.91,8.44,95.98,7.375,98.6,1.02,1.83,76.18,95.96,110.15,97.69,Normal
kidney,Drug A,32.48,28.86,98.28,7.364,95.77,1.14,1.19,76.28,87.09,110.93,105.63,Normal
kidney,Drug C,50.51,15.32,65.17,7.048,53.49,6.58,25.65,105.96,49.67,53.55,71.8,Severe Toxicity
kidney,Drug C,58.99,28.85,29.59,6.6,5.0,12.0,53.2,26.82,8.0,8.0,25.89,Severe Toxicity
liver,Drug A,18.25,30.5,96.89,7.379,100.0,1.05,1.14,73.42,87.08,104.89,96.76,Normal
heart,Drug C,19.85,12.25,87.79,7.285,86.59,2.7,8.76,78.63,81.61,93.68,83.02,Mild Toxicity
heart,Drug B,31.21,14.64,90.29,7.325,87.3,2.32,6.94,85.69,84.1,98.41,100.51,Normal
lungs,Drug C,56.63,3.22,91.77,7.257,87.98,2.22,7.12,77.0,89.3,90.94,90.5,Normal
heart,Drug A,56.89,31.11,98.43,7.317,100.0,0.81,1.52,75.28,85.87,107.06,95.58,Normal
kidney,Drug C,17.35,23.47,83.08,7.167,72.0,4.08,14.77,96.7,72.95,86.15,73.27,Mild Toxicity
kidney,Drug B,39.68,28.97,79.05,7.12,67.28,4.6,15.54,89.78,59.77,59.72,83.13,Mild Toxicity
kidney,Drug C,25.21,34.28,66.63,6.876,47.52,7.88,27.87,51.03,41.68,48.3,66.23,Severe Toxicity
heart,Drug A,46.82,24.11,98.35,7.365,99.75,0.88,1.3,74.32,85.24,116.66,92.35,Normal
heart,Drug B,41.79,7.23,91.19,7.373,90.03,2.07,4.94,82.34,90.0,105.3,88.33,Normal
kidney,Drug B,2.84,10.96,98.49,7.43,98.9,1.29,2.09,74.69,97.45,113.79,92.71,Normal
heart,Drug B,17.81,10.75,95.55,7.317,89.76,1.55,3.66,77.52,82.69,101.83,99.89,Normal
liver,Drug B,47.06,31.29,70.42,7.012,57.32,5.47,20.49,106.57,60.9,69.01,69.14,Severe Toxicity
liver,Drug A,21.93,17.73,97.91,7.391,95.86,0.86,0.89,65.64,94.0,98.64,81.7,Normal
heart,Drug B,55.67,35.66,63.72,6.926,48.51,7.24,25.96,108.66,55.96,54.29,68.33,Severe Toxicity
lungs,Drug B,42.26,30.98,75.21,7.083,68.64,5.06,17.83,105.12,65.03,78.42,72.74,Mild Toxicity
liver,Drug C,34.77,3.77,89.04,7.257,91.32,2.25,4.93,79.15,85.24,94.77,80.96,Normal
lungs,Drug A,49.49,31.99,98.28,7.407,97.33,1.11,0.59,68.14,90.33,111.77,92.32,Normal
lungs,Drug C,59.55,21.52,45.36,6.611,22.4,10.84,40.63,38.32,22.87,26.39,40.21,Severe Toxicity
lungs,Drug B,7.23,20.88,95.19,7.398,92.93,1.76,3.56,77.38,83.02,106.74,92.57,Normal
heart,Drug B,33.73,7.45,93.65,7.356,92.34,1.52,4.22,79.26,77.82,89.99,95.54,Normal
liver,Drug A,53.02,25.16,97.31,7.451,100.0,0.89,2.05,61.3,88.4,97.63,94.99,Normal
lungs,Drug A,12.95,32.55,96.48,7.452,97.44,1.17,1.19,78.53,86.95,97.54,84.89,Normal
heart,Drug B,45.34,1.24,94.72,7.439,97.41,1.55,2.59,74.28,83.88,122.68,95.93,Normal
heart,Drug C,47.58,25.34,48.07,6.836,27.85,10.03,39.05,33.07,23.78,27.69,42.11,Severe Toxicity
liver,Drug A,11.71,18.69,99.07,7.397,96.3,1.11,1.39,79.24,89.54,110.45,91.33,Normal
lungs,Drug A,58.65,2.12,95.26,7.388,95.31,1.23,0.79,71.76,93.61,123.36,107.07,Normal
kidney,Drug B,42.37,2.13,97.1,7.378,99.32,1.21,2.88,85.69,86.85,103.31,91.49,Normal
lungs,Drug A,21.52,33.12,96.5,7.363,100.0,0.96,1.92,75.2,85.83,106.09,88.21,Normal
liver,Drug A,35.7,33.19,96.3,7.41,100.0,1.16,0.93,76.39,95.55,110.68,101.9,Normal
liver,Drug B,41.26,26.95,78.27,7.119,71.62,4.49,15.13,97.01,70.68,62.48,76.17,Mild Toxicity
heart,Drug A,36.8,17.16,98.58,7.416,100.0,0.84,1.49,81.21,85.23,106.56,99.61,Normal
heart,Drug A,34.92,22.65,97.15,7.356,96.59,0.78,1.06,76.74,95.81,102.37,99.92,Normal
lungs,Drug B,20.31,6.1,95.99,7.352,88.44,1.14,3.1,85.64,90.67,101.38,93.01,Normal
heart,Drug B,20.87,31.3,86.96,7.221,82.36,3.28,9.62,79.45,79.92,85.78,78.76,Mild Toxicity
liver,Drug A,25.25,35.43,97.19,7.312,97.3,1.22,1.73,70.86,81.48,100.43,94.01,Normal
kidney,Drug A,3.69,30.51,95.4,7.454,100.0,0.76,1.89,64.8,88.94,107.51,92.42,Normal
heart,Drug A,49.89,35.91,98.37,7.36,99.12,0.95,1.19,75.71,92.66,130.42,101.48,Normal
heart,Drug A,38.2,30.0,99.84,7.483,98.27,1.13,2.09,66.41,88.58,110.46,95.42,Normal
heart,Drug C,52.6,3.25,92.32,7.272,87.09,2.54,7.62,84.34,83.09,99.79,91.58,Normal
liver,Drug B,52.24,25.62,71.61,7.024,64.63,5.49,18.53,97.75,57.8,62.51,67.4,Severe Toxicity
liver,Drug B,16.73,21.0,92.46,7.322,90.33,1.91,6.09,78.27,77.45,85.53,88.35,Normal
liver,Drug B,50.04,15.73,83.81,7.202,76.69,3.26,11.18,89.37,75.35,77.1,79.38,Mild Toxicity
kidney,Drug A,59.02,23.7,98.89,7.426,97.98,0.78,1.9,71.12,94.85,103.98,92.91,Normal
kidney,Drug A,21.46,7.02,96.27,7.391,100.0,1.11,1.29,66.44,91.7,109.15,111.5,Normal
lungs,Drug C,40.74,24.27,55.86,6.922,45.54,8.44,30.92,36.45,39.23,38.12,53.67,Severe Toxicity
heart,Drug B,13.79,22.15,91.59,7.308,88.88,1.97,5.46,69.53,91.02,87.04,92.71,Normal
liver,Drug A,43.23,10.89,97.76,7.38,100.0,0.94,1.65,71.96,93.47,111.37,93.7,Normal
heart,Drug A,13.68,22.73,97.81,7.456,94.25,1.18,1.8,69.14,87.05,99.14,97.75,Normal
lungs,Drug B,31.64,34.47,80.08,7.068,74.66,4.24,14.56,83.35,68.77,67.05,68.01,Mild Toxicity
kidney,Drug C,6.25,21.69,91.27,7.33,90.88,1.81,5.68,72.9,82.17,98.07,86.34,Normal
liver,Drug A,33.41,23.37,98.71,7.41,99.35,0.91,1.5,62.86,86.12,105.53,104.44,Normal
lungs,Drug A,38.49,4.61,96.52,7.398,95.66,1.24,1.3,68.21,90.88,102.97,89.85,Normal
lungs,Drug B,43.65,2.83,93.38,7.4,95.83,1.76,2.65,66.67,86.21,110.37,97.6,Normal
heart,Drug B,30.11,7.35,94.26,7.346,98.1,1.9,4.62,76.59,88.14,107.35,90.35,Normal
kidney,Drug B,2.59,3.49,93.69,7.384,98.07,1.14,1.52,71.07,89.11,97.53,101.81,Normal
lungs,Drug C,37.41,11.34,77.7,7.143,71.09,4.28,14.2,98.65,65.77,76.1,71.53,Mild Toxicity
kidney,Drug A,46.05,10.24,95.92,7.369,100.0,1.35,1.88,70.57,89.46,105.44,89.52,Normal
lungs,Drug A,10.17,1.19,99.32,7.405,98.49,0.93,1.3,67.83,92.2,115.03,89.01,Normal
lungs,Drug A,9.37,27.43,96.65,7.36,98.43,0.81,2.05,70.54,92.07,99.83,83.6,Normal
lungs,Drug A,16.54,22.25,92.7,7.415,98.17,1.09,1.45,66.05,96.13,108.1,94.64,Normal
lungs,Drug C,50.61,5.66,85.09,7.272,84.63,3.17,9.8,77.15,70.82,85.31,90.23,Mild Toxicity
heart,Drug A,45.17,26.26,95.86,7.333,99.39,1.34,1.57,70.35,91.26,102.87,88.02,Normal
liver,Drug A,4.04,2.57,99.98,7.329,95.6,0.98,2.09,76.41,94.13,121.54,92.98,Normal
kidney,Drug A,58.08,7.11,98.49,7.425,97.81,1.08,1.97,73.57,92.55,104.04,94.28,Normal
kidney,Drug A,29.32,30.77,98.96,7.44,99.75,1.18,2.36,67.03,95.33,112.17,98.25,Normal
liver,Drug B,31.02,6.36,94.8,7.301,89.98,1.53,4.37,77.52,89.77,105.05,96.45,Normal
kidney,Drug A,52.23,27.19,96.82,7.394,99.57,1.22,1.63,69.14,87.78,104.85,100.96,Normal
liver,Drug B,47.69,12.16,82.83,7.273,85.71,2.77,8.87,89.71,81.67,77.69,88.14,Mild Toxicity
kidney,Drug A,48.06,18.8,98.08,7.379,96.04,1.16,1.68,73.52,94.08,113.49,88.64,Normal
liver,Drug B,2.26,35.8,93.49,7.341,94.35,1.07,1.74,68.47,99.55,95.97,103.85,Normal
kidney,Drug C,7.46,35.45,87.41,7.286,81.99,3.26,9.47,76.66,81.51,101.14,84.95,Mild Toxicity
heart,Drug A,10.12,13.46,98.84,7.369,98.19,0.75,1.57,59.54,91.73,114.61,91.99,Normal
heart,Drug A,56.24,4.61,97.09,7.399,99.36,1.05,1.61,70.03,94.19,91.69,87.23,Normal
kidney,Drug C,54.0,22.78,49.32,6.787,26.44,9.93,39.02,30.5,19.35,23.31,50.23,Severe Toxicity
lungs,Drug B,44.69,35.01,69.86,6.969,58.64,5.74,21.11,99.87,53.21,59.77,59.83,Severe Toxicity
liver,Drug B,31.9,8.89,91.18,7.343,90.9,2.06,4.95,81.05,85.93,89.88,86.62,Normal
kidney,Drug C,46.72,33.78,36.79,6.633,7.09,12.0,49.76,22.41,8.0,8.0,33.44,Severe Toxicity
kidney,Drug A,9.35,6.72,96.6,7.434,99.33,1.21,1.74,71.66,99.05,99.77,87.64,Normal
liver,Drug B,55.41,1.3,95.02,7.408,96.97,1.02,2.32,75.21,95.92,117.62,99.14,Normal
lungs,Drug C,49.93,32.25,35.0,6.6,5.0,12.0,50.43,28.2,8.0,8.0,29.66,Severe Toxicity
lungs,Drug A,16.1,8.68,97.43,7.465,96.71,0.7,1.62,74.68,96.13,113.78,88.14,Normal
lungs,Drug A,2.54,15.61,97.4,7.401,99.47,1.17,1.64,70.42,96.26,110.98,103.83,Normal
heart,Drug B,46.23,12.71,84.62,7.28,85.94,2.51,8.62,88.98,77.51,96.02,77.89,Mild Toxicity
lungs,Drug B,19.78,32.09,87.37,7.259,82.69,3.44,9.27,78.31,71.02,81.51,84.08,Mild Toxicity
heart,Drug A,45.16,17.42,97.34,7.407,97.62,0.86,1.52,62.15,87.24,107.88,95.67,Normal
heart,Drug B,35.82,35.56,76.78,7.011,64.6,5.18,17.52,101.96,71.55,74.12,69.8,Severe Toxicity
kidney,Drug B,48.82,19.41,79.82,7.151,75.85,4.0,12.66,95.87,65.98,74.64,77.16,Mild Toxicity
heart,Drug C,3.05,34.33,92.12,7.342,90.53,2.23,5.26,68.74,85.28,93.46,88.97,Normal
lungs,Drug A,14.7,28.73,96.41,7.423,99.62,1.03,1.55,77.67,88.96,95.16,97.51,Normal
liver,Drug B,36.89,6.01,93.68,7.357,91.67,1.84,4.22,71.95,91.83,105.0,91.31,Normal
heart,Drug A,31.39,1.81,94.88,7.384,97.35,1.0,1.66,60.03,90.41,108.73,93.49,Normal
heart,Drug B,18.41,18.3,92.34,7.308,83.98,2.36,5.99,75.46,87.63,91.77,83.17,Normal
